Season,Episode,Character,Line,Processed Line
3,2,Randy,"You're right, Stanley. You're absolutely right.  Hey, that Bible sounds like kind of a good book.",youre right stanley youre absolutely right  hey that bible sounds like kind of a good book
3,2,Stan,It ain't bad. You should try reading it sometime.,it aint bad you should try reading it sometime
3,2,Kyle,"Dude, that was Star Trek again.",dude that was star trek again
3,2,Kyle,"""The needs of the many outweigh the needs of the few?"" That was Wrath of Khan.",the needs of the many outweigh the needs of the few that was wrath of khan
3,2,Stan,"Uh, well, Bible, Wrath of Khan, what's the difference?",uh well bible wrath of khan whats the difference
3,2,Randy,"All right. Now, let's get to work.",all right now lets get to work
3,2,Stan,"Dad, what are you doin?! You have to get started!",dad what are you doin you have to get started
3,2,Kyle,Really? Great! I don't have to worry about that anymore.,really great i dont have to worry about that anymore
3,2,Randy,"Please, just listen to me. I think I found the answer.",please just listen to me i think i found the answer
3,2,Randy,"It's all about moderation. If you never fart, you combust, but if you always fart, you deplete the ozone. So we must fart only at appropriate times or when it's really, really funny.",its all about moderation if you never fart you combust but if you always fart you deplete the ozone so we must fart only at appropriate times or when its really really funny
3,2,Randy,"I know you all hate me, but please, for your own sake, fart in moderation. You can keep stoning me now, if you want.  Ow.",i know you all hate me but please for your own sake fart in moderation you can keep stoning me now if you want  ow
3,2,Stan,See? My dad is the coolest after all.,see my dad is the coolest after all
3,2,Kyle,"Well, my dad is, too.",well my dad is too
3,2,Kyle,I forgot all about him.,i forgot all about him
3,2,Stan,"He's been up there for like, three weeks.",hes been up there for like three weeks
3,2,Cartman,"Hey you guys, I am really pissed off now.",hey you guys i am really pissed off now
3,2,Kyle,"Dude! You're still alive, Cartman?",dude youre still alive cartman
3,2,Cartman,Get me down from here!,get me down from here
3,2,Stan,"Dude, you survived all this time on the fat stored up in your body?",dude you survived all this time on the fat stored up in your body
3,2,Cartman,"Yes. And when I get down from here, I'm gonna kick you both right in the nuts.",yes and when i get down from here im gonna kick you both right in the nuts
3,3,Cartman,"Mom, please can we just leave?",mom please can we just leave
3,3,Cartman,But I hate the eye doctor. He always makes fun of me for being fat.,but i hate the eye doctor he always makes fun of me for being fat
3,3,Cartman,"That's what I told him, but he doesn't listen to reason.",thats what i told him but he doesnt listen to reason
3,3,Cartman,Ey! Don't call me a little piggy!,ey dont call me a little piggy
3,3,Cartman,"I'm just here for an eye exam, all right?! Keep the fat jokes to yourself!",im just here for an eye exam all right keep the fat jokes to yourself
3,3,Cartman,I am a little piggy. Ey!  That does it! Mom!,i am a little piggy ey  that does it mom
3,3,Cartman,Oh gee! That's a good idea! My mom isn't paying you to be a comedian!,oh gee thats a good idea my mom isnt paying you to be a comedian
3,3,Cartman,They look exactly the same.,they look exactly the same
3,3,Cartman,"I don't know, two!",i dont know two
3,3,Cartman,Ow! I hate you!,ow i hate you
3,3,Kyle,I wonder how come Cartman's not in school today?,i wonder how come cartmans not in school today
3,3,Stan,"Yeah. Usually when he ditches school, he still shows up for lunch.",yeah usually when he ditches school he still shows up for lunch
3,3,Kyle,"Yeah.  Oh, here he comes.",yeah  oh here he comes
3,3,Stan,"Whoa, what happened to your eyes, Cartman?",whoa what happened to your eyes cartman
3,3,Cartman,My asshole eye doctor made them all dilevated.,my asshole eye doctor made them all dilevated
3,3,Cartman,"Why? I'll tell you why! Because he's a God-damned asshole, aaand, that's about it!",why ill tell you why because hes a goddamned asshole aaand thats about it
3,3,Stan,Why do you have to see an eye doctor?,why do you have to see an eye doctor
3,3,Cartman,"Because my eyes suck. But that doctor likes to torture me and I have to go back tomorrow, and I don't know what I'm gonna do.",because my eyes suck but that doctor likes to torture me and i have to go back tomorrow and i dont know what im gonna do
3,3,Kyle,"Dude, just ask Chef for help. He always knows what to do.",dude just ask chef for help he always knows what to do
3,3,Cartman,"Hey, yeah!  Ow!",hey yeah  ow
3,3,Cartman,"Dude, my eyes are seriously screwed up. Chef looks like a skinny little white guy.",dude my eyes are seriously screwed up chef looks like a skinny little white guy
3,3,Stan,Why did Chef quit?,why did chef quit
3,3,Stan,Could you just hand us some food please?,could you just hand us some food please
3,3,Cartman,Can I have the yellow with a side of white?,can i have the yellow with a side of white
3,3,Kyle,Dude! I hate Mr. Derp!,dude i hate mr derp
3,3,Stan,"Yeah, we gotta talk to Chef after school and get him to come back.",yeah we gotta talk to chef after school and get him to come back
3,3,Cartman,"I don't know, you guys. That hammer thing was pretty funny.",i dont know you guys that hammer thing was pretty funny
3,3,Stan,"Chef, what the hell are you doing? We almost starved to death at lunch today.",chef what the hell are you doing we almost starved to death at lunch today
3,3,Kyle,"Yeah, but we didn't believe them.",yeah but we didnt believe them
3,3,Stan,But why? Why would you quit?,but why why would you quit
3,3,Stan,So you made sweet love to her down by the fire.,so you made sweet love to her down by the fire
3,3,Stan,"That's nice. Look Chef, Cartman's got this eye doctor, see, and he- Girlfriend?!",thats nice look chef cartmans got this eye doctor see and he girlfriend
3,3,Stan,What the hell is going on?!,what the hell is going on
3,3,Kyle,"But Chef always helps us with our problems. When we have a problem, Chef sings to us and makes it better.",but chef always helps us with our problems when we have a problem chef sings to us and makes it better
3,3,Cartman,"My eyes are going bad, but the only eye doctor in South Park is really, really mean.",my eyes are going bad but the only eye doctor in south park is really really mean
3,3,Stan,She's stealing Chef from us.,shes stealing chef from us
3,3,Kyle,He didn't even seem like Chef. He seemed like a empty shell of a man.,he didnt even seem like chef he seemed like a empty shell of a man
3,3,Cartman,Maybe it's just a phase. We just have to get him alone so we can tell him what a bitch she is.,maybe its just a phase we just have to get him alone so we can tell him what a bitch she is
3,3,Stan,"Wait you guys.  Maybe, is it possible that we're just jealous because Chef is our friend, and now he's paying attention to somebody new?",wait you guys  maybe is it possible that were just jealous because chef is our friend and now hes paying attention to somebody new
3,3,Stan,"...Yeah, screw that bitch.", yeah screw that bitch
3,3,Cartman,"Bitch, I hate that bitch!",bitch i hate that bitch
3,3,Kyle,"Look, we've just gotta get Chef alone. He won't listen to reason with that hooker around.",look weve just gotta get chef alone he wont listen to reason with that hooker around
3,3,Stan,Let's find out where he's working and go see him there tomorrow.,lets find out where hes working and go see him there tomorrow
3,3,Cartman,Stop calling me piggy!,stop calling me piggy
3,3,Cartman,"So, what does that mean?",so what does that mean
3,3,Cartman,"All right. Right now, I'm gonna be totally serious, dude. Okay? If you call me piggy one more time, I'm gonna leap out of this chair  and rip your god-damned nuts off with my bare hands!",all right right now im gonna be totally serious dude okay if you call me piggy one more time im gonna leap out of this chair  and rip your goddamned nuts off with my bare hands
3,3,Cartman,"Oh, dude! Super weak! I'm not wearing these; the guys would totally rip on me.",oh dude super weak im not wearing these the guys would totally rip on me
3,3,Cartman,I'm just gonna take them off as soon as I leave!,im just gonna take them off as soon as i leave
3,3,Cartman,Ow! Son of a bitch!,ow son of a bitch
3,3,Kyle,They said that Chef works in one of these buildings,they said that chef works in one of these buildings
3,3,Cartman,Hey dudes.  Ha ha ha ha! Look at Cartman and his stupid glasses! Ha ha ha ha!,hey dudes  ha ha ha ha look at cartman and his stupid glasses ha ha ha ha
3,3,Kyle,Dude! Just take them off!,dude just take them off
3,3,Cartman,I can't! They're stapled to my head!  I hate you guys.,i cant theyre stapled to my head  i hate you guys
3,3,Stan,We wanna talk to Chef.,we wanna talk to chef
3,3,Kyle,"He's a big guy, with a beard.",hes a big guy with a beard
3,3,Stan,And a chef hat.,and a chef hat
3,3,Cartman,"Uh, yeah, sure sure.",uh yeah sure sure
3,3,Stan,"Chef, you have to dump the bitch!",chef you have to dump the bitch
3,3,Kyle,"We need you, Chef.",we need you chef
3,3,Kyle,"Chef, this place isn't you!",chef this place isnt you
3,3,Stan,But we don't like her.,but we dont like her
3,3,Stan,I don't know-uh. No reason I guess.,i dont knowuh no reason i guess
3,3,Cartman,"Please, Chef! I don't know what to do about my stupid glasses.",please chef i dont know what to do about my stupid glasses
3,3,Cartman,Hey! Laser corrective surgery! Thanks Chef!,hey laser corrective surgery thanks chef
3,3,Kyle,Chef should be here any minute.,chef should be here any minute
3,3,Stan,Dude! He bailed on us!,dude he bailed on us
3,3,Kyle,I can't believe it!,i cant believe it
3,3,Stan,Come on! We're going to his house!,come on were going to his house
3,3,Kyle,"All right, mister! You better have a good explanation for why you didn't show up to play ball!",all right mister you better have a good explanation for why you didnt show up to play ball
3,3,Kyle,"Well, we've got something to tell you about Veronica, Chef!",well weve got something to tell you about veronica chef
3,3,Cartman,"Ma'am, we're having a dude moment here, if you don't mind?",maam were having a dude moment here if you dont mind
3,3,Stan,Oh no! No nononononono!,oh no no nononononono
3,3,Mr. Garrison,"And that, children, is what you need to know about The Facts Of Life. So, let's review.  Tootie left in the fourth season, but Blair and Jo stayed on and got husbands, leaving the fifth and sixth seasons hideously stagnant.  Okay children, that's lunch. See you in thirty minutes.",and that children is what you need to know about the facts of life so lets review  tootie left in the fourth season but blair and jo stayed on and got husbands leaving the fifth and sixth seasons hideously stagnant  okay children thats lunch see you in thirty minutes
3,3,Kyle,"Mr. Garrison, can we talk to you?",mr garrison can we talk to you
3,3,Stan,"Normally we go to Chef with our problems, but wuh we can't this time.",normally we go to chef with our problems but wuh we cant this time
3,3,Mr. Garrison,"Well children, I am your teacher. I think you'll find that my advice is just as valuable as Chef's, if not more so.",well children i am your teacher i think youll find that my advice is just as valuable as chefs if not more so
3,3,Kyle,"All right. Mr. Garrison, have you ever had a friend who got a new girlfriend, and then stopped being your friend, and it pissed you off?",all right mr garrison have you ever had a friend who got a new girlfriend and then stopped being your friend and it pissed you off
3,3,Mr. Garrison,"Oh, the old succubus syndrome.",oh the old succubus syndrome
3,3,Mr. Garrison,A succubus is a woman sent from Hell to suck the life out of a man.,a succubus is a woman sent from hell to suck the life out of a man
3,3,Mr. Garrison,"Yeah, there's not much you can do about a succubus. Their evil power makes man blind to love.",yeah theres not much you can do about a succubus their evil power makes man blind to love
3,3,Kyle,This is totally what's happening!,this is totally whats happening
3,3,Stan,"Wow, you are smart, Mr. Garrison!",wow you are smart mr garrison
3,3,Mr. Garrison,"Yeah, I tell you boys, women can kill. Poontang's expensive. That's why when it comes to chicks, I just screw them and leave them. I'd say ""get out of my bedroom, poontang, before you suck my life dry!""",yeah i tell you boys women can kill poontangs expensive thats why when it comes to chicks i just screw them and leave them id say get out of my bedroom poontang before you suck my life dry
3,3,Mr. Garrison,"Shut your hole, Mr. Hat!",shut your hole mr hat
3,3,Kyle,Come on guys! We gotta go tell Chef he's in love with a succubus.,come on guys we gotta go tell chef hes in love with a succubus
3,3,Stan,Yeah! He's gonna be so thankful we told him.,yeah hes gonna be so thankful we told him
3,3,Cartman,"Yes, but can't we wait until tomorrow.",yes but cant we wait until tomorrow
3,3,Cartman,But mo-om! I have to tell Chef that he's marrying a succubuuus!,but moom i have to tell chef that hes marrying a succubuuus
3,3,Kyle,"Oh, hi. Is Chef here? We have to talk to him.",oh hi is chef here we have to talk to him
3,3,Stan,"Chef, we have to talk to you!",chef we have to talk to you
3,3,Kyle,We have to talk to him!,we have to talk to him
3,3,Cartman,Hey! You son of a bitch!,hey you son of a bitch
3,3,Cartman,"Ey! You son of a bitch! I'm gonna kick you square in the nuh-  I'm gonyanya, uhnyuh, uhnyuuh, nyaahh",ey you son of a bitch im gonna kick you square in the nuh  im gonyanya uhnyuh uhnyuuh nyaahh
3,3,Stan,"Uh, could you just tell Chef we were here?",uh could you just tell chef we were here
3,3,Stan,"Cartman, what the hell are you doing?!",cartman what the hell are you doing
3,3,Cartman,That asshole eye doctor screwed up my laser surgery; I have to wear these bandages for three days!,that asshole eye doctor screwed up my laser surgery i have to wear these bandages for three days
3,3,Stan,"Damn, your eyes must really suck, Cartman.",damn your eyes must really suck cartman
3,3,Cartman,"Oh, thanks for the news flash, Tom Brokaw! What happened with Chef? Did you tell him she's a succubus?",oh thanks for the news flash tom brokaw what happened with chef did you tell him shes a succubus
3,3,Stan,"Well, we couldn't even talk to him. She's so evil. She has him totally kept away from us.",well we couldnt even talk to him shes so evil she has him totally kept away from us
3,3,Cartman,Aaah! It's the succubus!,aaah its the succubus
3,3,Stan,"We know what you are, lady!",we know what you are lady
3,3,Kyle,Yeah! You're a blood-thirsty succubus!,yeah youre a bloodthirsty succubus
3,3,Stan,A demon from Hell sent to suck the life out of men!,a demon from hell sent to suck the life out of men
3,3,Kyle,"Well, you are taking Chef from us.",well you are taking chef from us
3,3,Stan,"Excuse me!  We're sorry to interrupt, but we've got bad news.",excuse me  were sorry to interrupt but weve got bad news
3,3,Kyle,This is not a woman! It is a succubus!,this is not a woman it is a succubus
3,3,Stan,Yeah! She's evil and wants to suck Chef's life out of him,yeah shes evil and wants to suck chefs life out of him
3,3,Kyle,"Oh, you can pretend all you want! You're not fooling anybody!",oh you can pretend all you want youre not fooling anybody
3,3,Kyle,I guess there's nothing we can do. Chef likes her more than us.,i guess theres nothing we can do chef likes her more than us
3,3,Stan,No! I'm not willing to give up! Chef wouldn't give up on us!,no im not willing to give up chef wouldnt give up on us
3,3,Stan,"Oh man! There's tons of stuff on succubuses, but nothing on how to stop them.",oh man theres tons of stuff on succubuses but nothing on how to stop them
3,3,Cartman,"You guys, it's six in the morning, I have to get some sleep.",you guys its six in the morning i have to get some sleep
3,3,Stan,Dude! Chef's wedding is in three hours. We've got that much time to find out how to destroy a Succubus.,dude chefs wedding is in three hours weve got that much time to find out how to destroy a succubus
3,3,Cartman,"You know what?! Screw Chef! There, I said it! Screw him! Let him marry a succubus! I wanna go to sleep.",you know what screw chef there i said it screw him let him marry a succubus i wanna go to sleep
3,3,Kyle,"Here! Here! Look at this. It says ""The succubus enchants its victim with an eerie melody. This is the Succubi power. Only playing this melody backwards can vanquish the succubus power.""",here here look at this it says the succubus enchants its victim with an eerie melody this is the succubi power only playing this melody backwards can vanquish the succubus power
3,3,Stan,What the hell does that mean?,what the hell does that mean
3,3,Kyle,Hey yeah! What's that song she always sings? There's got to be a morning after.,hey yeah whats that song she always sings theres got to be a morning after
3,3,Cartman,"If we can hold on to the night.
We've got to find our way together...","if we can hold on to the night
weve got to find our way together "
3,3,Stan,That's it! We gotta learn that song backwards.,thats it we gotta learn that song backwards
3,3,Kyle,Ah man! I can't keep my eyes open.,ah man i cant keep my eyes open
3,3,Stan,"We can't fall asleep. We gotta nail that song.  You got the tape recorder, Cartman? Cartman??",we cant fall asleep we gotta nail that song  you got the tape recorder cartman cartman
3,3,Kyle,He's asleep. Wake up fatass!,hes asleep wake up fatass
3,3,Stan,God-damnit! You can't fall asleep.,goddamnit you cant fall asleep
3,3,Cartman,"I wasn't sleeping, I was just thinking really hard!",i wasnt sleeping i was just thinking really hard
3,3,Stan,All right. Kyle and I are gonna take our positions up front.,all right kyle and i are gonna take our positions up front
3,3,Kyle,Cartman!! Wake up you fat piece of crap!!,cartman wake up you fat piece of crap
3,3,Cartman,Oh no! The tape jammed!,oh no the tape jammed
3,3,Cartman,I can't see anything!,i cant see anything
3,3,Stan,Oh my God! She killed Kenny!,oh my god she killed kenny
3,3,Mr. Garrison,"Hoh, wow! You don't see that every day!",hoh wow you dont see that every day
3,3,Stan,"We're sorry Chef, we had to do it!",were sorry chef we had to do it
3,3,Cartman,What? What happened you guys? Is Kenny okay?,what what happened you guys is kenny okay
3,3,Kyle,It's great to have you back Chef!,its great to have you back chef
3,3,Mr. Garrison,And never let poontang come between you and your friend.,and never let poontang come between you and your friend
3,3,Cartman,"After today they're gonna be fine, and I'll never have to see you ever again!",after today theyre gonna be fine and ill never have to see you ever again
3,3,Cartman,"No, not with my eyes. With these!  Ha ha ha ha ha ha!",no not with my eyes with these  ha ha ha ha ha ha
3,4,Stan,"Because we had to choose between this and home ec, and we didn't wanna be sissies?",because we had to choose between this and home ec and we didnt wanna be sissies
3,4,Kyle,"Yeah, you are! You always get in trouble",yeah you are you always get in trouble
3,4,Cartman,"Oh, hello, excuse me, but Craig is the biggest troublemaker in our class.",oh hello excuse me but craig is the biggest troublemaker in our class
3,4,Kyle,"Dude, shop class sucks. Maybe we should have taken home ec.",dude shop class sucks maybe we should have taken home ec
3,4,Stan,"Now way, dude. Home ec is for girls.",now way dude home ec is for girls
3,4,Cartman,I wonder why Kenny didn't wanna take shop class?,i wonder why kenny didnt wanna take shop class
3,4,Stan,I don't know. He's such a wuss.,i dont know hes such a wuss
3,4,Cartman,"You know, you guys are totally wrong about Tweek. Craig is way worse than he is.",you know you guys are totally wrong about tweek craig is way worse than he is
3,4,Stan,No he's not dude. Craig is a wuss.,no hes not dude craig is a wuss
3,4,Cartman,"Dude, if Craig and Tweek got in a fight, Craig would kick Tweek's ass.",dude if craig and tweek got in a fight craig would kick tweeks ass
3,4,Kyle,Do you wanna bet?,do you wanna bet
3,4,Stan,Dude. Craig chooses you. He wants to fight.,dude craig chooses you he wants to fight
3,4,Stan,"Yeah. He's all pissed off at you. So, will you fight?",yeah hes all pissed off at you so will you fight
3,4,Kyle,"Dude, because! You have to stand up for yourself! So will you fight him?",dude because you have to stand up for yourself so will you fight him
3,4,Cartman,"Craig, could I talk to you real quick?  Er, just a second, please, Craig. Craig, I'm not normally one to get involved in this kind of thing but, well, I was just standing over by Tweek, and, he called you a big poop-eater.",craig could i talk to you real quick  er just a second please craig craig im not normally one to get involved in this kind of thing but well i was just standing over by tweek and he called you a big poopeater
3,4,Cartman,"Yeah. He said you eat poop, and that it makes your breath smell like poop, and that, eh, well, you like it.",yeah he said you eat poop and that it makes your breath smell like poop and that eh well you like it
3,4,Cartman,"I don't Craig, I don't know. But now he's over there telling everybody that you're a poop-eater and he chooses you.",i dont craig i dont know but now hes over there telling everybody that youre a poopeater and he chooses you
3,4,Cartman,"No, no! Craig, you you can't fight him here; Mr. Adler would just break it up. Tell you what: I'll go tell him you accept his challenge, and set it up for after school today.",no no craig you you cant fight him here mr adler would just break it up tell you what ill go tell him you accept his challenge and set it up for after school today
3,4,Kyle,There. Did you see? He just flipped you off.,there did you see he just flipped you off
3,4,Stan,"He's really got it out for you, dude.",hes really got it out for you dude
3,4,Kyle,"So, do you agree to fight him after school?",so do you agree to fight him after school
3,4,Stan,Super. See you there.,super see you there
3,4,Stan,Mr. Adler! Mr. Ad-ler!,mr adler mr adler
3,4,Stan,The bell rang. Can we go?,the bell rang can we go
3,4,Stan,"Come on, you guys.",come on you guys
3,4,Stan,"This is gonna be so sweet, dude.",this is gonna be so sweet dude
3,4,Cartman,You guys are so wrong about Tweek. He's gonna get his ass kicked.,you guys are so wrong about tweek hes gonna get his ass kicked
3,4,Cartman,Why don't we just raise our bet to ten dollars?!,why dont we just raise our bet to ten dollars
3,4,Cartman,"Well, well, well, look who's here! Our little home economics friend, Kenny!",well well well look whos here our little home economics friend kenny
3,4,Stan,"How come you wanna take home ec., Kenny?",how come you wanna take home ec kenny
3,4,Kyle,"Yeah. That's not cool, dude.",yeah thats not cool dude
3,4,Kyle,Tweek and Craig are gonna fight.,tweek and craig are gonna fight
3,4,Cartman,Those sons of bitches!,those sons of bitches
3,4,Kyle,"Aw, they wanna fight! They just don't know it yet!",aw they wanna fight they just dont know it yet
3,4,Stan,"How come you didn't show up for the fight, Tweek?!",how come you didnt show up for the fight tweek
3,4,Kyle,"Well, Craig showed up.",well craig showed up
3,4,Stan,"Yeah. He was standing there waiting for you, and he was all like, ""Man, Tweek's a wuss,"" and we were all like, ""No he's not, Craig,"" and he was all like, ""Yeah he is, he isn't showing up. He's a big wuss, and he has crooked teeth!""",yeah he was standing there waiting for you and he was all like man tweeks a wuss and we were all like no hes not craig and he was all like yeah he is he isnt showing up hes a big wuss and he has crooked teeth
3,4,Kyle,"And then Craig was all like, ""Tweek is scared o'me. He's a big chicken."" And he started doing an impersonation of you being a chicken;  well, everybody in the world saw it!",and then craig was all like tweek is scared ome hes a big chicken and he started doing an impersonation of you being a chicken  well everybody in the world saw it
3,4,Stan,"Yeah, it was weak.",yeah it was weak
3,4,Kyle,"Well, everyone in the world thinks you are. See ya.",well everyone in the world thinks you are see ya
3,4,Cartman,"Craig, what the hell are you doing home?! You're supposed to be out fighting Tweek!",craig what the hell are you doing home youre supposed to be out fighting tweek
3,4,Cartman,"Craig, you can watch Red Racer any day of the week!",craig you can watch red racer any day of the week
3,4,Cartman,"Well, that's fine. I guess you don't care about what Tweek said about your mom.",well thats fine i guess you dont care about what tweek said about your mom
3,4,Cartman,"Egh. God damn it!  Well, I guess you don't care about what Tweek said about your guinea pig.",egh god damn it  well i guess you dont care about what tweek said about your guinea pig
3,4,Cartman,"Oh, nothing, except that you stick it up your ass before you go to bed.",oh nothing except that you stick it up your ass before you go to bed
3,4,Cartman,"Yeah, I'd be pissed too, so maybe we should reschedule the fight for tomorrow?",yeah id be pissed too so maybe we should reschedule the fight for tomorrow
3,4,Cartman,"After Red Racer, of course.",after red racer of course
3,4,Stan,"Okay, so, just to set the record straight here, the fight will be happening out by the tetherball pole at 3:30. Tweek just weighed in at 48 pounds, Craig at 45.",okay so just to set the record straight here the fight will be happening out by the tetherball pole at 330 tweek just weighed in at 48 pounds craig at 45
3,4,Cartman,"However long Craig wants it to last.  T'heh, ub. Look, make no mistake. Craig has been ready for this fight since day one. He doesn't even view it as a challenge.",however long craig wants it to last  theh ub look make no mistake craig has been ready for this fight since day one he doesnt even view it as a challenge
3,4,Kyle,He'll view it as a challenge when he's getting his ass kicked!,hell view it as a challenge when hes getting his ass kicked
3,4,Cartman,Hup. Did you hear that? It sound like some diarrhea coming out of someone's mouth or something.,hup did you hear that it sound like some diarrhea coming out of someones mouth or something
3,4,Cartman,"Don't call me fat, you son of a bitch!",dont call me fat you son of a bitch
3,4,Cartman,"When I have your guys' ten bucks, I'm gonna use it to buy the sweetest big-screen TV in the whole world.",when i have your guys ten bucks im gonna use it to buy the sweetest bigscreen tv in the whole world
3,4,Kyle,"That's more than ten bucks, you stupid fatass!",thats more than ten bucks you stupid fatass
3,4,Cartman,"Well, if I get ten buck from each of you, that's like $2000.",well if i get ten buck from each of you thats like 2000
3,4,Kyle,Tweek's gonna fight Craig!,tweeks gonna fight craig
3,4,Stan,"Stay pissed, Tweek. Stay pissed.  All right. Here we go.",stay pissed tweek stay pissed  all right here we go
3,4,Kyle,"Time for you to get proven wrong, fat boy.",time for you to get proven wrong fat boy
3,4,Cartman,"You're gonna be eating those words, asshole.",youre gonna be eating those words asshole
3,4,Kyle,"No I won't, because you'd eat 'em first, tubby.",no i wont because youd eat em first tubby
3,4,Cartman,"What do you mean, what do you do? You just fight each other.",what do you mean what do you do you just fight each other
3,4,Stan,"Aw, dude, come on!!",aw dude come on
3,4,Cartman,"You just hit each other, smack each other around.",you just hit each other smack each other around
3,4,Stan,"All right, all right, screw it! We have to postpone the fight 'til Tweek and Craig can learn how to fight.",all right all right screw it we have to postpone the fight til tweek and craig can learn how to fight
3,4,Stan,"All right. Tweek, we'll teach you how to fight, and Cartman, you teach Craig.",all right tweek well teach you how to fight and cartman you teach craig
3,4,Cartman,"I don't think that's very fair: if I teach Craig, he's gonna really kill Tweek.",i dont think thats very fair if i teach craig hes gonna really kill tweek
3,4,Stan,"Oh yeah? Well, I'm gonna have my uncle Jimbo teach Tweek how to box!",oh yeah well im gonna have my uncle jimbo teach tweek how to box
3,4,Cartman,"Ooooo! Boxing's scary, you guys!  I'm gonna have Craig learn martial arts!",ooooo boxings scary you guys  im gonna have craig learn martial arts
3,4,Stan,Fine! We'll see you back here tomorrow!,fine well see you back here tomorrow
3,4,Kyle,"Come on, Tweek! He's only got one arm!",come on tweek hes only got one arm
3,4,Cartman,"I'm ready!  Hey, I like this hair thing. This is cool.",im ready  hey i like this hair thing this is cool
3,4,Cartman,"Dude. Come on, now. Come on.",dude come on now come on
3,4,Stan,"Okay, the time has finally come.",okay the time has finally come
3,4,Kyle,"Remember, Tweek: punch hard, punch low.",remember tweek punch hard punch low
3,4,Kyle,"This is when you gotta get mean, Tweek.",this is when you gotta get mean tweek
3,4,Cartman,The spirit of the dragon is in your hands. Hurshar kashurshar. Hurlong churshar. All right?,the spirit of the dragon is in your hands hurshar kashurshar hurlong churshar all right
3,4,Cartman,"Now, LISTEN to me! Hurlong kashurshar! All right?! And seriously: Hurlong kepur shung kwong!",now listen to me hurlong kashurshar all right and seriously hurlong kepur shung kwong
3,4,Stan,You ready Tweek? You ready Craig? Let's get in on!,you ready tweek you ready craig lets get in on
3,4,Cartman,"Come on, Craig! Time to kick his ass!",come on craig time to kick his ass
3,4,Kyle,"Go, Tweek. Kick his ass! Get him!",go tweek kick his ass get him
3,4,Stan,"Come on, Tweek! You got him!",come on tweek you got him
3,4,Kyle,"Get him!  Whoa, Tweek! Did you hear that?",get him  whoa tweek did you hear that
3,4,Kyle,Craig just called you a boner!,craig just called you a boner
3,4,Kyle,We'll just have to keep throwing jabs to win the fight.,well just have to keep throwing jabs to win the fight
3,4,Stan,Tweek and Craig are fighting. We're just watching.,tweek and craig are fighting were just watching
3,4,Cartman,'Cause we have ten bucks riding on it.,cause we have ten bucks riding on it
3,4,Stan,"Oh my God, they killed Kenny!",oh my god they killed kenny
3,4,Stan,"Dude, this is pretty fucked up right here.",dude this is pretty fucked up right here
3,4,Stan,"Hi. We're here to visit our good friends, Tweek and Craig.",hi were here to visit our good friends tweek and craig
3,4,Stan,"Hey, you guys. How are you feeling?",hey you guys how are you feeling
3,4,Stan,"Well, uh. We just came by because we have something to tell you.",well uh we just came by because we have something to tell you
3,4,Kyle,"Yeah. See, we got you to fight just 'cause we wanted to see who was the toughest. We made up all that stuff we said to get you guys mad at each other.",yeah see we got you to fight just cause we wanted to see who was the toughest we made up all that stuff we said to get you guys mad at each other
3,4,Cartman,"Yes. You can flip us off, Craig. We deserve that. We just came by to apologize. We feel so bad.",yes you can flip us off craig we deserve that we just came by to apologize we feel so bad
3,4,Kyle,"Boy, do we ever.",boy do we ever
3,4,Stan,"So I guess we'll be going now, and live with the knowledge that... you're both kind of sissies.",so i guess well be going now and live with the knowledge that  youre both kind of sissies
3,4,Stan,"Well, I mean, that's what was on the news.",well i mean thats what was on the news
3,4,Cartman,"Oh, you didn't see it? Oh. Tweek's family was on the news saying what a wuss you are, Craig.",oh you didnt see it oh tweeks family was on the news saying what a wuss you are craig
3,4,Kyle,"Yeah. And then Craig's family came on and said Tweek was the wuss, and then punched Tweek's mom in the hooters.",yeah and then craigs family came on and said tweek was the wuss and then punched tweeks mom in the hooters
3,4,Stan,"Come on, Tweek! You got him!",come on tweek you got him
3,4,Cartman,"Give him sucky, Craig, give him sucky! Hurlong churshar!",give him sucky craig give him sucky hurlong churshar
3,5,Cartman,"You guys, listen to this song I just wrote. It's called, ""I Hate You Guys"":
I hate you guys.
You guys are assholes.
Specially Kenny.
I hate him the most.
Okay now, let's try one all together:
I hate you guys. Come on, you guys know the words.
Specially Kenny.","you guys listen to this song i just wrote its called i hate you guys
i hate you guys
you guys are assholes
specially kenny
i hate him the most
okay now lets try one all together
i hate you guys come on you guys know the words
specially kenny"
3,5,Kyle,"This is sweet, being rugged outdoorsmen.  Facing the wilderness, not having to be home until 8:30,...",this is sweet being rugged outdoorsmen  facing the wilderness not having to be home until 830 
3,5,Stan,Where are you going?,where are you going
3,5,Cartman,I'm going home for a minute. I have to go to the bathroom.,im going home for a minute i have to go to the bathroom
3,5,Kyle,Just go behind a tree.,just go behind a tree
3,5,Cartman,I have to go number two.,i have to go number two
3,5,Stan,So? You can poo in the wilderness.,so you can poo in the wilderness
3,5,Cartman,"No way, dude! What would I wipe with?",no way dude what would i wipe with
3,5,Kyle,"Cartman, don't be such a baby! We're supposed to be rugged outdoorsmen!",cartman dont be such a baby were supposed to be rugged outdoorsmen
3,5,Cartman,Well what do I sit on?,well what do i sit on
3,5,Kyle,"You just squat, stupid!",you just squat stupid
3,5,Stan,Not here! Go further away!,not here go further away
